date,rawContent,url,replyCount,retweetCount,likeCount,sentiment
2024-04-04T10:55:08+00:00,"ARTICLE: \"How to buy the best eco-friendly car\" - by @matthewsteen on @choiceaustralia 

\"Car batteries are touted to last around 8–10 years, where they reach roughly 80% battery capacity.\"

But the Tesla fleet average is 12% of capacity after 200,000 miles? 

What is your source for 20% degradation after 8-10 years? That seems way off.

@techAU @LudicrousFeed",https://twitter.com/phoozle/status/1775839516269645945,1,0,5,1
2024-04-01T11:17:53+00:00,"$TSLA @cybertruck in the Gobi desert!

There is no desert that can stop the @Tesla Cybertruck! @elonmusk 

Source: @Tesla_Asia https://t.co/nRISzCcZWP",https://twitter.com/wealthXfreedom/status/1774758078455402668,2,4,14,0
2024-04-04T19:45:27+00:00,"@CP24 Just buy / lease a Tesla . $5 to go 500km with ultra low overnight rate. Zero maintenance (no brakes , no fluids) .  Superchargers everywhere, free charging so many places . Cheaper than a Corolla after 4yrs. Last 500,000km",https://twitter.com/DoublepPradhan/status/1775972974966841629,8,0,3,1
2024-01-10T06:22:00+00:00,"📈 GST in Singapore is getting higher from 8% in 2023 to 9% in 2024. 😭

SIMBA is absorbing GST for you.

Yes! SIMBA plans remain the same price in 2024. Your best value mobile plan is still $10 only.",https://twitter.com/SimbaTelecomSG/status/1744967808717357551,10,10,156,1
